source_object,fields,field_name,uuid_alias_foreign_key,date_format,field_data_type,is_priority,secondary_date_sort_field,date_timezone,is_date,uuid_lookup_field_object,name,s3_path,source_namespace,is_primary_modified_date,pensieve_name,description,is_primary_id,uuid_lookup_exists_required,checksum_ignore,uuid_alias_field_name,priority_rank,query,uuid_lookup_field_namespace,deleted_marker,uuid_lookup_field_name
,"[{'name': 'CALENDAR_DATE', 'primary': True, 'type': 'Date'}, {'name': 'CALENDAR_DAY_LONG_NAME', 'type': 'String'}, {'name': 'CALENDAR_DAY_SHORT_NAME', 'type': 'String'}, {'name': 'CALENDAR_DAY_OF_WEEK_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_DAY_OF_MONTH_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_DAY_OF_YEAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_DAY_OF_CALENDAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_MONTH_END_IND', 'type': 'String'}, {'name': 'CALENDAR_MONTH_YEAR_TXT', 'type': 'String'}, {'name': 'CALENDAR_MONTH_LONG_NAME', 'type': 'String'}, {'name': 'CALENDAR_MONTH_SHORT_NAME', 'type': 'String'}, {'name': 'CALENDAR_MONTH_OF_QUARTER_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_MONTH_OF_YEAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_MONTH_OF_CALENDAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_QUARTER_OF_YEAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_QUARTER_OF_CALENDAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_WEEKDAY_OF_MONTH_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_WEEK_OF_MONTH_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_WEEK_OF_YEAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_WEEK_OF_CALENDAR_NUM', 'type': 'Integer'}, {'name': 'CALENDAR_YEAR_OF_CALENDAR_NUM', 'type': 'Integer'}, {'name': 'FISCAL_CALENDAR_DATE', 'type': 'Date'}, {'name': 'FISCAL_MONTH_END_IND', 'type': 'String'}, {'name': 'FISCAL_MONTH_END_DATE', 'type': 'Date'}, {'name': 'FISCAL_MONTH_LONG_NAME', 'type': 'String'}, {'name': 'FISCAL_MONTH_SHORT_NAME', 'type': 'String'}, {'name': 'FISCAL_MONTH_NUM', 'type': 'Integer'}, {'name': 'FISCAL_MONTH_WEEK_NUM', 'type': 'Integer'}, {'name': 'FISCAL_QUARTER_END_IND', 'type': 'String'}, {'name': 'FISCAL_QUARTER_LONG_NAME', 'type': 'String'}, {'name': 'FISCAL_QUARTER_SHORT_NAME', 'type': 'String'}, {'name': 'FISCAL_QUARTER_NUM', 'type': 'Integer'}, {'name': 'FISCAL_WEEK_END_IND', 'type': 'String'}, {'name': 'FISCAL_WEEK_END_DATE', 'type': 'Date'}, {'name': 'FISCAL_YEAR_END_IND', 'type': 'String'}, {'name': 'FISCAL_YEAR_NUM', 'type': 'Integer'}, {'name': 'FISCAL_YEAR_DAY_NUM', 'type': 'Integer'}, {'name': 'FISCAL_YEAR_WEEK_NUM', 'type': 'Integer'}, {'name': 'PRIOR_YEAR_SAME_DATE', 'type': 'Date'}, {'name': 'PRIOR_YEAR_DATE', 'type': 'Date'}, {'name': 'RELATIVE_CALENDAR_DAY_NUM', 'type': 'Integer'}, {'name': 'RELATIVE_FISCAL_MONTH_NUM', 'type': 'Integer'}, {'name': 'RELATIVE_FISCAL_YEAR_NUM', 'type': 'Integer'}, {'name': 'LEAP_YEAR_IND', 'type': 'String'}, {'name': 'MERGE_TRANSFER_IND', 'type': 'String'}, {'name': 'FISCAL_WEEK_DAY_NUM', 'type': 'Integer'}, {'name': 'FISCAL_MONTH_DAY_NUM', 'type': 'Integer'}, {'name': 'FISCAL_QUARTER_DAY_NUM', 'type': 'Integer'}, {'name': 'FISCAL_MONTH_SEQ_NUM', 'type': 'Integer'}, {'name': 'FISCAL_YEAR_END_DATE', 'type': 'Date'}, {'name': 'DAY_LIGHT_SAVINGS', 'type': 'String'}, {'name': 'LastModifiedDate', 'type': 'DateTime'}]",,,,,,,,,,date_dimension,,,,,,,,,,,"['select cast(from_unixtime(CALENDAR_DATE) as date) as CALENDAR_DATE, CALENDAR_DAY_LONG_NAME ,CALENDAR_DAY_SHORT_NAME ,CALENDAR_DAY_OF_WEEK_NUM ,CALENDAR_DAY_OF_MONTH_NUM ,CALENDAR_DAY_OF_YEAR_NUM ,CALENDAR_DAY_OF_CALENDAR_NUM ,CALENDAR_MONTH_END_IND ,CALENDAR_MONTH_YEAR_TXT ,CALENDAR_MONTH_LONG_NAME ,CALENDAR_MONTH_SHORT_NAME ,CALENDAR_MONTH_OF_QUARTER_NUM ,CALENDAR_MONTH_OF_YEAR_NUM ,CALENDAR_MONTH_OF_CALENDAR_NUM ,CALENDAR_QUARTER_OF_YEAR_NUM ,CALENDAR_QUARTER_OF_CALENDAR_NUM ,CALENDAR_WEEKDAY_OF_MONTH_NUM ,CALENDAR_WEEK_OF_MONTH_NUM ,CALENDAR_WEEK_OF_YEAR_NUM ,CALENDAR_WEEK_OF_CALENDAR_NUM ,CALENDAR_YEAR_OF_CALENDAR_NUM ,cast(from_unixtime(FISCAL_CALENDAR_DATE) as date) as FISCAL_CALENDAR_DATE ,FISCAL_MONTH_END_IND ,cast(from_unixtime(FISCAL_MONTH_END_DATE) as date) as FISCAL_MONTH_END_DATE ,FISCAL_MONTH_LONG_NAME ,FISCAL_MONTH_SHORT_NAME ,FISCAL_MONTH_NUM ,FISCAL_MONTH_WEEK_NUM ,FISCAL_QUARTER_END_IND ,FISCAL_QUARTER_LONG_NAME ,FISCAL_QUARTER_SHORT_NAME ,FISCAL_QUARTER_NUM ,FISCAL_WEEK_END_IND ,cast(from_unixtime(FISCAL_WEEK_END_DATE) as date) as FISCAL_WEEK_END_DATE ,FISCAL_YEAR_END_IND ,FISCAL_YEAR_NUM ,FISCAL_YEAR_DAY_NUM ,FISCAL_YEAR_WEEK_NUM ,cast(from_unixtime(PRIOR_YEAR_SAME_DATE) as date) as PRIOR_YEAR_SAME_DATE ,cast(from_unixtime(PRIOR_YEAR_DATE) as date) as PRIOR_YEAR_DATE ,RELATIVE_CALENDAR_DAY_NUM ,RELATIVE_FISCAL_MONTH_NUM ,RELATIVE_FISCAL_YEAR_NUM ,LEAP_YEAR_IND ,MERGE_TRANSFER_IND ,FISCAL_WEEK_DAY_NUM ,FISCAL_MONTH_DAY_NUM ,FISCAL_QUARTER_DAY_NUM ,FISCAL_MONTH_SEQ_NUM ,cast(from_unixtime(FISCAL_YEAR_END_DATE) as date) as FISCAL_YEAR_END_DATE ,DAY_LIGHT_SAVINGS, LastModifiedDate from topic_date']",,,
,"[{'name': 'P2_REGION_NAME', 'type': 'String'}, {'name': 'ESSBASE_REGION_CODE', 'type': 'String'}, {'name': 'ESSBASE_REGION_NAME', 'type': 'String'}, {'name': 'LastModifiedDate', 'type': 'DateTime'}]",,,,,,,,,,region_essbase_mapping_dimension,,,,,,,,,,,"['select P2_REGION_NAME, ESSBASE_REGION_CODE ,ESSBASE_REGION_NAME , LastModifiedDate from topic_region_essbase_mapping']",,,
Job__c,,CreatedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,created_datetime,,,,,,,,,,
Job__c,,Id,,,String,,,,,,,,Salesforce,,job_id,,True,,,,,,,,
Job__c,,IsDeleted,,,Boolean,,,,,,,,Salesforce,,is_deleted,,,,,,,,,,
Job__c,,LastActivityDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,Date,,,,True,,,,Salesforce,,last_activity_date,,,,,,,,,,
Job__c,,LastModifiedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,True,last_modified_datetime,,,,True,,,,,,
Job__c,,LastReferencedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,Date,,,,True,,,,Salesforce,,last_referenced_date,,,,True,,,,,,
Job__c,,LastViewedDate,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,Date,,,,True,,,,Salesforce,,last_viewed_date,,,,True,,,,,,
Job__c,,SystemModstamp,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,systemmodstamp_datetime,,,,True,,,,,,
Job__c,,Activation_Milestone__c,,,Integer,,,,,,,,Salesforce,,activation_milestone,,,,,,,,,,
Job__c,,Activation_Milestone_Complete_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,activation_milestone_complete_datetime,,,,,,,,,,
Job__c,,Activation_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,activation_start_datetime,,,,,,,,,,
Job__c,,Actual_Customer_Contribution_Amount__c,,,Float,,,,,,,,Salesforce,,actual_customer_contribution_amount,,,,,,,,,,
Job__c,,Actual_Customer_Contribution_Inst_2_Amt__c,,,Float,,,,,,,,Salesforce,,actual_customer_contribution_inst_2_amt,,,,,,,,,,
Job__c,,Address_Line_1__c,,,String,,,,,,,,Salesforce,,address_line_1,,,,,,,,,,
Job__c,,Address_Line_2__c,,,String,,,,,,,,Salesforce,,address_line_2,,,,,,,,,,
Job__c,,Addressing__c,,,String,,,,,,,,Salesforce,,addressing,,,,,,,,,,
Job__c,,Addressing_Complete_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,addressing_complete_datetime,,,,,,,,,,
Job__c,,Addressing_Count__c,,,Integer,,,,,,,,Salesforce,,addressing_count,,,,,,,,,,
Job__c,,Addressing_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,addressing_start_datetime,,,,,,,,,,
Job__c,,Agent_Lookup__c,,,String,,,,,municipality_utility,,,Salesforce,,agent_lookup,,,,,,,,Salesforce,,Id
Job__c,,Agreed_Customer_Contribution_Commitment__c,,,Float,,,,,,,,Salesforce,,agreed_customer_contribution_commitment,,,,,,,,,,
Job__c,,Alert__c,,,String,,,,,,,,Salesforce,,alert,,,,,,,,,,
Job__c,,Alt_Site_Contact_Email__c,,,String,,,,,,,,Salesforce,,alternate_local_site_contact_email,,,,,,,,,,
Job__c,,Alt_Site_Contact_Name__c,,,String,,,,,,,,Salesforce,,alternate_local_site_contact_name,,,,,,,,,,
Job__c,,Alt_Site_Contact_Phone__c,,,String,,,,,,,,Salesforce,,alternate_local_site_contact_phone,,,,,,,,,,
Job__c,,Approval_Process_Status__c,,,String,,,,,,,,Salesforce,,approval_process_status,,,,,,,,,,
Job__c,,Approval_Status__c,,,String,,,,,,,,Salesforce,,approval_status,,,,,,,,,,
Job__c,,Approval_Status_Formula__c,,,String,,,,,,,,Salesforce,,approval_status_formula,,,,,,,,,,
Job__c,,ARBS_ARPU_MRC__c,,,Float,,,,,,,,Salesforce,,arbs_arpu_mrc,,,,,,,,,,
Job__c,,Architecture__c,,,String,,,,,,,,Salesforce,,architecture,,,,,,,,,,
Job__c,,Area__c,,,String,,,,,area,,,Salesforce,,area,,,,,,,,Salesforce,,Id
Job__c,,As_Built_Complete_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,as_built_complete_datetime,,,,,,,,,,
Job__c,,As_Built_Milestone__c,,,Integer,,,,,,,,Salesforce,,as_built_milestone,,,,,,,,,,
Job__c,,As_Built_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,as_built_start_datetime,,,,,,,,,,
Job__c,,Assigned_To__c,,,String,,,,,,,,Salesforce,,assigned_to,,,,,,,,,,
Job__c,,BP_email__c,,,String,,,,,,,,Salesforce,,business_partner_email,,,,,,,,,,
Job__c,,BP_Name__c,,,String,,,,,,,,Salesforce,,business_partner_name,,,,,,,,,,
Job__c,,Brownfield__c,,,String,,,,,,,,Salesforce,,brownfield,,,,,,,,,,
Job__c,,BypassValidationForProcessBuilder__c,,,String,,,,,,,,Salesforce,,bypass_validation_for_processbuilder,,,,,,,,,,
Job__c,,Cancel_Job_Status__c,,,String,,,,,,,,Salesforce,,cancel_job_status,,,,,,,,,,
Job__c,,Cancel_Reason__c,,,String,,,,,,,,Salesforce,,cancel_reason,,,,,,,,,,
Job__c,,Cash_Flow_Margin__c,,,Float,,,,,,,,Salesforce,,cash_flow_margin,,,,,,,,,,
Job__c,,Category_Type__c,,,String,,,,,,,,Salesforce,,category_type,,,,,,,,,,
Job__c,,Change_Date_Notes__c,,,String,,,,,,,,Salesforce,,change_date_notes,,,,,,,,,,
Job__c,,Change_Date_Reason__c,,,String,,,,,,,,Salesforce,,change_date_reason,,,,,,,,,,
Job__c,,Channel_Downstream_Wavelength__c,,,String,,,,,,,,Salesforce,,channel_downstream_wavelength,,,,,,,,,,
Job__c,,Channel_Upstream_Wavelength__c,,,String,,,,,,,,Salesforce,,channel_upstream_wavelength,,,,,,,,,,
Job__c,,Check_Confirmation__c,,,String,,,,,,,,Salesforce,,check_confirmation,,,,,,,,,,
Job__c,,Check_List_Check__c,,,Integer,,,,,,,,Salesforce,,check_list_check,,,,,,,,,,
Job__c,,Check_PO__c,,,Float,,,,,,,,Salesforce,,check_po,,,,,,,,,,
Job__c,,Checkpoint__c,,,String,,,,,,,,Salesforce,,checkpoint,,,,,,,,,,
Job__c,,City__c,,,String,,,,,,,,Salesforce,,city,,,,,,,,,,
Job__c,,CMTS__c,,,String,,,,,,,,Salesforce,,cmts,,,,,,,,,,
Job__c,,Comment__c,,,String,,,,,,,,Salesforce,,comment,,,,,,,,,,
Job__c,,Comments__c,,,String,,,,,,,,Salesforce,,comments,,,,,,,,,,
Job__c,,Confirm_Message__c,,,String,,,,,,,,Salesforce,,confirm_message,,,,,,,,,,
Job__c,,Confirmation_Message_Cancel__c,,,String,,,,,,,,Salesforce,,confirmation_message_cancel,,,,,,,,,,
Job__c,,Construction_Milestone__c,,,Integer,,,,,,,,Salesforce,,construction_milestone,,,,,,,,,,
Job__c,,Construction_Milestone_Complete_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,construction_milestone_complete_datetime,,,,,,,,,,
Job__c,,Construction_Stage__c,,,String,,,,,,,,Salesforce,,construction_stage,,,,,,,,,,
Job__c,,Construction_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,construction_start_datetime,,,,,,,,,,
Job__c,,Contact_Customer_Contact__c,,,String,,,,,,,,Salesforce,,contact_customer_contact,,,,,,,,,,
Job__c,,Contact_Local_Site_Contact__c,,,String,,,,,,,,Salesforce,,contact_local_site_contact,,,,,,,,,,
Job__c,,Context_ID__c,,,String,,,,,,,,Salesforce,,context_id,,,,,,,,,,
Job__c,,CreatedById,,,String,,,,,user,,,Salesforce,,createdbyid,,,True,,,,,Salesforce,,Id
Job__c,,Currency_Threshold_1__c,,,Float,,,,,,,,Salesforce,,currency_threshold_1,,,,,,,,,,
Job__c,,Currency_Threshold_2__c,,,Float,,,,,,,,Salesforce,,currency_threshold_2,,,,,,,,,,
Job__c,,Currency_Threshold_3__c,,,Float,,,,,,,,Salesforce,,currency_threshold_3,,,,,,,,,,
Job__c,,Currency_Threshold_4__c,,,Float,,,,,,,,Salesforce,,currency_threshold_4,,,,,,,,,,
Job__c,,Currency_Threshold_5__c,,,Float,,,,,,,,Salesforce,,currency_threshold_5,,,,,,,,,,
Job__c,,Customer_Contact_Email__c,,,String,,,,,,,,Salesforce,,customer_contact_email,,,,,,,,,,
Job__c,,Customer_Contact_Name__c,,,String,,,,,,,,Salesforce,,customer_contact_name,,,,,,,,,,
Job__c,,Customer_Contact_Phone__c,,,String,,,,,,,,Salesforce,,customer_contact_phone,,,,,,,,,,
Job__c,,Customer_Contribution_Recd_Date_2__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,customer_contribution_recd_date_2,,,,,,,,,,
Job__c,,Customer_Contribution_Recd_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,customer_contribution_recd_date,,,,,,,,,,
Job__c,,Customer_Name__c,,,String,,,,,,,,Salesforce,,customer_name,,,,,,,,,,
Job__c,,Customer_Primary_Site__c,,,String,,,,,,,,Salesforce,,customer_primary_site,,,,,,,,,,
Job__c,,Customer_Related_Notes__c,,,String,,,,,,,,Salesforce,,customer_related_notes,,,,,,,,,,
Job__c,,Data_Center__c,,,String,,,,,,,,Salesforce,,data_center,,,,,,,,,,
Job__c,,Days_Until_ECCD__c,,,Integer,,,,,,,,Salesforce,,days_until_estimated_completion_completed_date,,,,,,,,,,
Job__c,,Default_Residential_Matrix__c,,,String,,,,,,,,Salesforce,,default_residential_matrix,,,,,,,,,,
Job__c,,DEMUXIdentifier__c,,,String,,,,,,,,Salesforce,,demux_identifier,,,,,,,,,,
Job__c,,Design_Completion_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,design_completion_datetime,,,,,,,,,,
Job__c,,Deployment_Type__c,,,String,,,,,,,,Salesforce,,deployment_type,,,,,,,,,,
Job__c,,Design_Milestone__c,,,Integer,,,,,,,,Salesforce,,design_milestone,,,,,,,,,,
Job__c,,Design_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,design_start_datetime,,,,,,,,,,
Job__c,,Display_Child_Nodes__c,,,String,,,,,,,,Salesforce,,display_child_nodes,,,,,,,,,,
Job__c,,Diversity__c,,,String,,,,,,,,Salesforce,,diversity,,,,,,,,,,
Job__c,,Division__c,,,String,,,,,,,,Salesforce,,division,,,,,,,,,,
Job__c,,Downstream_Utilization__c,,,Float,,,,,,,,Salesforce,,downstream_utilization,,,,,,,,,,
Job__c,,ECAF_Link__c,,,String,,,,,,,,Salesforce,,ecaf_link,,,,,,,,,,
Job__c,,Equipment_type_configuration__c,,,String,,,,,,,,Salesforce,,equipment_type_configuration,,,,,,,,,,
Job__c,,Estimate_Tracker__c,,,String,,,,,,,,Salesforce,,estimate_tracker,,,,,,,,,,
Job__c,,Estimated_Completion_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,estimated_completion_date,,,,,,,,,,
Job__c,,Estimated_Start_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,estimated_start_date,,,,,,,,,,
Job__c,,Expected_Activation_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_activation_complete_date,,,,,,,,,,
Job__c,,Expected_Addressing_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_addressing_complete_date,,,,,,,,,,
Job__c,,Expected_As_Built_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_as_built_complete_date,,,,,,,,,,
Job__c,,Expected_Construction_Completion_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_construction_completion_date,,,,,,,,,,
Job__c,,Expected_Design_Completion_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_design_completion_date,,,,,,,,,,
Job__c,,Expected_Headend_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_headend_complete_date,,,,,,,,,,
Job__c,,Expected_Permit_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_permit_complete_date,,,,,,,,,,
Job__c,,Expected_Planning_Completion_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,expected_planning_completion_datetime,,,,,,,,,,
Job__c,,Expected_QC_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_qc_complete_date,,,,,,,,,,
Job__c,,Expected_Ready_to_Install_Complete_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_ready_to_install_complete_date,,,,,,,,,,
Job__c,,Expected_Support_Other_Complete_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,expected_support_other_complete_datetime,,,,,,,,,,
Job__c,,Expected_Survey_Completion_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,expected_survey_completion_date,,,,,,,,,,
Job__c,,Expedite__c,,,String,,,,,,,,Salesforce,,expedite,,,,,,,,,,
Job__c,,Expedite_Type__c,,,String,,,,,,,,Salesforce,,expedite_type,,,,,,,,,,
Job__c,,External_System_ID__c,,,String,,,,,,,,Salesforce,,external_system_id,,,,,,,,,,
Job__c,,Formula_Total_Estimate__c,,,Float,,,,,,,,Salesforce,,formula_total_estimate,,,,,,,,,,
Job__c,,Franchise_Commitment__c,,,String,,,,,,,,Salesforce,,franchise_commitment,,,,,,,,,,
Job__c,,Funding_Approval_Completion_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,funding_approval_completion_datetime,,,,,,,,,,
Job__c,,Funding_Approval_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,funding_approval_start_datetime,,,,,,,,,,
Job__c,,Funding_Estimate__c,,,String,,,,,,,,Salesforce,,funding_estimate,,,,,,,,,,
Job__c,,Funding_Request_Status_UI__c,,,String,,,,,,,,Salesforce,,funding_request_status_ui,,,,,,,,,,
Job__c,,Grand_Total_Construction_Labor_Estimates__c,,,Float,,,,,,,,Salesforce,,grand_total_construction_labor_estimates,Sum of Parent Job and Child Jobs included,,,,,,,,,
Job__c,,Grand_Total_Invoiced_Amount__c,,,Float,,,,,,,,Salesforce,,grand_total_invoiced_amount,Sum of Parent Job and Child Jobs included,,,,,,,,,
Job__c,,Grand_Total_Material_Estimates__c,,,Float,,,,,,,,Salesforce,,grand_total_material_estimates,Sum of Parent Job and Child Jobs included,,,,,,,,,
Job__c,,Grand_Total_Non_Construction_Estimates__c,,,Float,,,,,,,,Salesforce,,grand_total_non_construction_estimates,Sum of Parent Job and Child Jobs included,,,,,,,,,
Job__c,,Headend_Complete_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,headend_complete_datetime,,,,,,,,,,
Job__c,,Headend_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,headend_start_datetime,,,,,,,,,,
Job__c,,Hold_Days__c,,,Integer,,,,,,,,Salesforce,,hold_days,,,,,,,,,,
Job__c,,Hold_End_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,hold_end_datetime,,,,,,,,,,
Job__c,,Hold_Job__c,,,String,,,,,,,,Salesforce,,hold_job,,,,,,,,,,
Job__c,,Hold_Start_Date__c,,yyyy-MM-dd'T'HH:mm:ss.SSSZ,DateTime,,,,True,,,,Salesforce,,hold_start_datetime,,,,,,,,,,
Job__c,,Home_Page_URL__c,,,String,,,,,,,,Salesforce,,home_page_url,,,,,,,,,,
Job__c,,Homes_Passed__c,,,Integer,,,,,,,,Salesforce,,homes_passed,,,,,,,,,,
Job__c,,Hub__c,,,String,,,,,,,,Salesforce,,hub,,,,,,,,,,
Job__c,,Hyperlink__c,,,String,,,,,,,,Salesforce,,hyperlink,,,,,,,,,,
Job__c,,Initial_Submitted_Currency__c,,,Float,,,,,,,,Salesforce,,initial_submitted_currency,,,,,,,,,,
Job__c,,Initiated_By__c,,,String,,,,,,,,Salesforce,,initiated_by,,,,,,,,,,
Job__c,,Initiated_By_Email_Addr__c,,,String,,,,,,,,Salesforce,,initiated_by_email_addr,,,,,,,,,,
Job__c,,Initiated_By_Primary_Phone__c,,,String,,,,,,,,Salesforce,,initiated_by_primary_phone,,,,,,,,,,
Job__c,,Installed_Ariel_Coax_Feet__c,,,Float,,,,,,,,Salesforce,,installed_ariel_coax_feet,,,,,,,,,,
Job__c,,Installed_Ariel_Fiber_Feet__c,,,Float,,,,,,,,Salesforce,,installed_ariel_fiber_feet,,,,,,,,,,
Job__c,,Installed_Underground_Coax_Feet__c,,,Float,,,,,,,,Salesforce,,installed_underground_coax_feet,,,,,,,,,,
Job__c,,Installed_Underground_Fiber_Feet__c,,,Float,,,,,,,,Salesforce,,installed_underground_fiber_feet,,,,,,,,,,
Job__c,,Instance_URL__c,,,String,,,,,,,,Salesforce,,instance_url,,,,,,,,,,
Job__c,,Is_Locked__c,,,String,,,,,,,,Salesforce,,is_locked,,,,,,,,,,
Job__c,,Is_Payback_Values_Matching__c,,,String,,,,,,,,Salesforce,,is_payback_values_matching,,,,,,,,,,
Job__c,,Job_Aged_Days__c,,,Integer,,,,,,,,Salesforce,,job_aged_days,,,,,,,,,,
Job__c,,Job_Approved_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,job_approved_date,,,,,,,,,,
Job__c,,Job_Approver_Level_1__c,,,String,,,,,user,,,Salesforce,,job_approver_level_1,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_2__c,,,String,,,,,user,,,Salesforce,,job_approver_level_2,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_3__c,,,String,,,,,user,,,Salesforce,,job_approver_level_3,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_4__c,,,String,,,,,user,,,Salesforce,,job_approver_level_4,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_5__c,,,String,,,,,user,,,Salesforce,,job_approver_level_5,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_6__c,,,String,,,,,user,,,Salesforce,,job_approver_level_6,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_7__c,,,String,,,,,user,,,Salesforce,,job_approver_level_7,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_8__c,,,String,,,,,user,,,Salesforce,,job_approver_level_8,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_9__c,,,String,,,,,user,,,Salesforce,,job_approver_level_9,,,True,,,,,Salesforce,,Id
Job__c,,Job_Approver_Level_10__c,,,String,,,,,user,,,Salesforce,,job_approver_level_10,,,True,,,,,Salesforce,,Id
Job__c,,Job_Auto_Number__c,,,String,,,,,,,,Salesforce,,job_auto_number,,,,,,,,,,
Job__c,,Job_Category__c,,,String,,,,,,,,Salesforce,,job_category,,,,,,,,,,
Job__c,,Job_Close_Date__c,,yyyy-MM-dd,Date,,,,True,,,,Salesforce,,job_close_date,,,,,,,,,,
Job__c,,Job_Description__c,,,String,,,,,,,,Salesforce,,job_description,,,,,,,,,,
Job__c,,Job_Hold_Reason__c,,,String,,,,,,,,Salesforce,,job_hold_reason,,,,,,,,,,
Job__c,,Job_Link__c,,,String,,,,,,,,Salesforce,,job_link,,,,,,,,,,
Job__c,,Job_Milestone__c,,,String,,,,,,,,Salesforce,,job_milestone,,,,,,,,,,
Job__c,,Job_Status__c,,,String,,,,,,,,Salesforce,,job_status,,,,,,,,,,
Job__c,,Job_Type__c,,,String,,,,,,,,Salesforce,,job_type,,,,,,,,,,
Job__c,,Labor_Count__c,,,Float,,,,,,,,Salesforce,,labor_count,,,,,,,,,,
Job__c,,Labor_Estimates_Added_Today__c,,,Float,,,,,,,,Salesforce,,labor_estimates_added_today,,,,,,,,,,
Job__c,,Labor_Zone__c,,,String,,,,,labor_zone,,,Salesforce,,labor_zone,,,,,,,,Salesforce,,Id
Job__c,,Last_Modified_By__c,,,String,,,,,,,,Salesforce,,last_modified_by,,,,,,,,,,
